filename,width,height,class,xmin,ymin,xmax,ymax
002224.jpg,500,375,person,1,39,268,374
004655.jpg,500,350,chair,441,181,493,244
004655.jpg,500,350,chair,387,172,422,199
004655.jpg,500,350,chair,265,240,351,283
004655.jpg,500,350,chair,54,270,136,350
004655.jpg,500,350,chair,61,211,142,273
004655.jpg,500,350,chair,169,199,240,262
004655.jpg,500,350,chair,143,177,167,204
004655.jpg,500,350,chair,170,189,199,223
004655.jpg,500,350,chair,330,171,368,214
004655.jpg,500,350,diningtable,200,272,403,346
004655.jpg,500,350,diningtable,97,201,192,266
000433.jpg,500,370,chair,220,81,469,364
000433.jpg,500,370,person,196,56,454,357
006042.jpg,500,333,dog,205,102,318,213
009371.jpg,500,333,aeroplane,2,1,497,186
000427.jpg,500,334,motorbike,39,24,386,275
001739.jpg,333,500,bird,149,178,214,317
009365.jpg,500,332,aeroplane,231,142,298,201
003648.jpg,500,375,sofa,52,91,500,373
003648.jpg,500,375,person,224,82,314,335
003648.jpg,500,375,person,160,55,334,294
003890.jpg,374,500,cat,7,270,282,500
005239.jpg,375,500,person,181,181,342,500
005239.jpg,375,500,person,346,273,375,366
005239.jpg,375,500,person,197,189,227,238
005239.jpg,375,500,person,170,210,199,235
006730.jpg,500,375,train,5,174,465,338
004912.jpg,500,375,bicycle,29,65,410,288
004912.jpg,500,375,chair,20,209,170,375
004912.jpg,500,375,chair,300,179,441,375
009588.jpg,500,335,train,1,144,401,228
001842.jpg,500,379,aeroplane,98,133,498,215
001842.jpg,500,379,aeroplane,1,158,164,217
001842.jpg,500,379,aeroplane,1,2,257,168
001842.jpg,500,379,aeroplane,263,166,500,214
002393.jpg,500,334,car,56,40,162,85
002393.jpg,500,334,car,136,33,302,103
002393.jpg,500,334,car,416,30,477,53
002393.jpg,500,334,car,449,35,500,92
002393.jpg,500,334,car,111,49,500,321
002387.jpg,500,375,cow,246,170,342,244
002387.jpg,500,375,person,220,153,250,252
002387.jpg,500,375,person,194,128,214,166
002387.jpg,500,375,person,160,130,188,167
000590.jpg,500,337,car,199,109,500,336
008872.jpg,360,270,person,130,126,244,270
006687.jpg,500,357,bottle,358,2,426,103
005365.jpg,500,376,dog,54,2,429,345
003714.jpg,500,375,sheep,177,169,298,289
007572.jpg,500,333,diningtable,479,195,500,317
007572.jpg,500,333,diningtable,2,97,315,234
007572.jpg,500,333,bottle,213,51,233,106
007572.jpg,500,333,bottle,171,68,192,137
007572.jpg,500,333,bottle,184,64,204,135
007572.jpg,500,333,bottle,40,100,67,181
007572.jpg,500,333,bottle,19,99,38,174
007572.jpg,500,333,bottle,55,93,82,156
007572.jpg,500,333,chair,312,93,348,148
007572.jpg,500,333,chair,285,110,334,177
007572.jpg,500,333,chair,224,127,273,267
007572.jpg,500,333,chair,164,148,222,194
007572.jpg,500,333,chair,412,157,433,169
007572.jpg,500,333,chair,440,127,485,227
007572.jpg,500,333,chair,473,104,500,205
007572.jpg,500,333,chair,477,90,500,110
007572.jpg,500,333,person,265,46,491,333
007572.jpg,500,333,person,4,53,235,331
009239.jpg,500,333,person,352,73,500,333
009239.jpg,500,333,person,128,109,213,231
009239.jpg,500,333,person,1,18,120,332
008127.jpg,500,334,diningtable,193,224,500,334
008127.jpg,500,334,chair,208,186,244,334
008127.jpg,500,334,pottedplant,268,109,341,205
008127.jpg,500,334,person,346,129,449,247
008127.jpg,500,334,person,225,149,328,255
008127.jpg,500,334,person,58,77,178,334
007214.jpg,375,500,dog,30,351,113,491
007214.jpg,375,500,person,84,132,209,499
007214.jpg,375,500,person,183,105,336,498
003072.jpg,500,333,bird,207,57,348,312
003066.jpg,500,426,bird,139,170,255,270
002378.jpg,500,375,person,184,10,384,305
002378.jpg,500,375,pottedplant,1,2,196,296
002378.jpg,500,375,pottedplant,242,99,500,367
002378.jpg,500,375,pottedplant,305,12,500,372
002378.jpg,500,375,pottedplant,360,30,500,358
002378.jpg,500,375,pottedplant,117,37,170,164
005417.jpg,500,375,person,1,1,384,373
007200.jpg,500,333,motorbike,46,61,446,297
007200.jpg,500,333,person,394,1,500,233
008655.jpg,375,500,pottedplant,234,48,280,128
008655.jpg,375,500,dog,258,328,357,500
008655.jpg,375,500,dog,266,205,299,283
008655.jpg,375,500,tvmonitor,213,128,269,178
008655.jpg,375,500,diningtable,101,177,253,307
008655.jpg,375,500,chair,198,175,270,302
008655.jpg,375,500,chair,138,187,209,327
008655.jpg,375,500,chair,85,171,157,296
008655.jpg,375,500,chair,149,161,195,178
007566.jpg,500,336,car,2,30,496,334
007566.jpg,500,336,car,90,1,189,70
007566.jpg,500,336,person,440,2,496,120
007566.jpg,500,336,person,348,37,366,53
007566.jpg,500,336,person,185,4,216,35
007566.jpg,500,336,person,65,111,161,232
000209.jpg,500,375,cat,14,76,400,375
006678.jpg,500,375,sheep,133,96,459,365
005371.jpg,500,333,bird,22,206,214,333
005371.jpg,500,333,person,89,14,499,332
003700.jpg,500,375,person,423,110,491,369
003700.jpg,500,375,person,283,121,339,333
003700.jpg,500,375,person,196,135,253,294
003700.jpg,500,375,person,221,131,271,275
003700.jpg,500,375,person,57,169,100,351
003700.jpg,500,375,person,83,167,148,372
000221.jpg,500,332,car,72,77,432,253
002436.jpg,500,375,car,66,158,217,210
002436.jpg,500,375,car,452,149,500,199
004047.jpg,500,471,chair,2,103,122,352
004047.jpg,500,471,chair,37,83,189,373
004047.jpg,500,471,diningtable,1,148,169,178
004047.jpg,500,471,cat,292,301,500,453
004047.jpg,500,471,person,151,91,398,471
002350.jpg,375,500,bottle,86,3,294,500
006136.jpg,500,332,sheep,54,183,166,262
009205.jpg,500,334,car,1,9,107,113
009205.jpg,500,334,car,1,47,491,251
009205.jpg,500,334,car,1,128,311,329
001881.jpg,500,375,car,62,77,456,357
001881.jpg,500,375,car,1,77,117,203
001881.jpg,500,375,car,119,75,198,120
001881.jpg,500,375,car,381,76,495,120
001881.jpg,500,375,person,209,36,249,75
001881.jpg,500,375,person,266,37,299,75
004735.jpg,500,375,chair,1,206,291,375
004735.jpg,500,375,chair,1,135,126,185
000235.jpg,500,375,chair,243,255,316,375
000235.jpg,500,375,chair,136,326,271,375
000235.jpg,500,375,chair,1,291,97,374
000235.jpg,500,375,chair,402,245,455,316
000235.jpg,500,375,diningtable,40,266,277,375
000235.jpg,500,375,sofa,415,192,457,254
000235.jpg,500,375,pottedplant,185,167,201,236
009577.jpg,500,375,person,85,77,181,229
009577.jpg,500,375,person,1,78,128,363
009577.jpg,500,375,person,340,87,495,279
009577.jpg,500,375,chair,230,102,297,156
009577.jpg,500,375,diningtable,84,160,495,375
000962.jpg,500,375,cat,4,137,493,375
000962.jpg,500,375,pottedplant,365,1,458,149
009946.jpg,500,375,person,189,172,201,192
009946.jpg,500,375,person,181,177,198,221
009946.jpg,500,375,person,199,180,238,257
009946.jpg,500,375,train,193,142,499,337
008494.jpg,500,375,bus,210,143,296,230
002807.jpg,471,500,motorbike,76,114,395,449
002807.jpg,471,500,person,126,33,378,384
005826.jpg,500,375,person,78,159,132,286
002191.jpg,500,375,motorbike,1,4,500,374
001498.jpg,375,500,person,51,14,359,500
001498.jpg,375,500,person,2,224,93,487
000786.jpg,500,335,cow,84,95,292,289
000786.jpg,500,335,cow,65,144,206,270
000786.jpg,500,335,person,191,182,256,242
004286.jpg,500,333,aeroplane,9,91,492,226
004292.jpg,374,500,pottedplant,10,158,183,412
004292.jpg,374,500,person,156,32,271,377
007943.jpg,500,375,person,114,116,210,242
007943.jpg,500,375,person,170,103,352,375
007943.jpg,500,375,person,333,86,486,316
005601.jpg,500,382,dog,2,161,427,382
005601.jpg,500,382,dog,216,61,360,277
003270.jpg,500,333,bird,118,80,327,305
003270.jpg,500,333,person,149,19,287,333
007016.jpg,500,375,person,166,82,244,348
007016.jpg,500,375,person,246,82,333,198
007016.jpg,500,375,person,360,61,430,290
001467.jpg,500,375,dog,253,81,475,241
008443.jpg,500,382,bird,206,98,393,310
004279.jpg,500,375,bottle,261,166,289,272
004279.jpg,500,375,person,4,65,171,375
004279.jpg,500,375,person,75,58,193,329
004279.jpg,500,375,person,158,68,339,216
004279.jpg,500,375,person,299,51,383,255
004279.jpg,500,375,person,358,83,500,372
004279.jpg,500,375,diningtable,132,303,451,375
004279.jpg,500,375,diningtable,151,192,377,305
003516.jpg,500,333,diningtable,61,154,439,291
003516.jpg,500,333,chair,135,123,198,154
003516.jpg,500,333,chair,202,125,267,152
003516.jpg,500,333,chair,280,125,346,151
003516.jpg,500,333,chair,367,132,478,287
003516.jpg,500,333,chair,2,132,111,284
003516.jpg,500,333,chair,270,154,363,315
003516.jpg,500,333,chair,177,155,262,308
003516.jpg,500,333,chair,71,153,181,312
005173.jpg,500,289,motorbike,13,67,227,255
005173.jpg,500,289,motorbike,285,64,492,264
005173.jpg,500,289,person,230,45,458,256
005173.jpg,500,289,person,17,32,192,247
005173.jpg,500,289,person,406,7,460,144
005173.jpg,500,289,person,131,23,195,128
005173.jpg,500,289,person,261,13,312,67
005173.jpg,500,289,person,282,1,344,69
005173.jpg,500,289,person,87,18,138,66
005173.jpg,500,289,person,1,3,36,105
005173.jpg,500,289,person,459,28,500,141
005173.jpg,500,289,person,349,1,395,76
005173.jpg,500,289,person,391,1,419,54
005173.jpg,500,289,person,174,1,215,80
005173.jpg,500,289,person,135,1,175,33
005173.jpg,500,289,person,109,1,142,53
005173.jpg,500,289,person,63,1,107,60
009749.jpg,369,500,bird,209,289,295,446
009749.jpg,369,500,bird,17,50,140,211
001315.jpg,300,400,sofa,2,217,300,334
001315.jpg,300,400,person,42,51,237,334
007002.jpg,500,333,bus,291,195,500,325
005615.jpg,500,375,motorbike,22,135,329,326
005615.jpg,500,375,person,155,87,297,338
008319.jpg,500,375,bottle,151,25,181,124
008319.jpg,500,375,bottle,185,2,225,128
008319.jpg,500,375,bottle,227,2,266,127
008319.jpg,500,375,bottle,268,1,309,128
008319.jpg,500,375,bottle,312,2,352,126
008319.jpg,500,375,bottle,353,1,394,127
008319.jpg,500,375,bottle,396,2,436,128
008319.jpg,500,375,bottle,438,1,472,126
008319.jpg,500,375,bottle,473,1,500,125
008319.jpg,500,375,bottle,4,180,72,372
008319.jpg,500,375,bottle,62,181,129,368
008319.jpg,500,375,bottle,93,160,132,266
008319.jpg,500,375,bottle,123,170,184,361
008319.jpg,500,375,bottle,156,160,192,223
008319.jpg,500,375,bottle,183,174,241,367
008319.jpg,500,375,bottle,217,159,238,195
008319.jpg,500,375,bottle,236,169,262,241
008319.jpg,500,375,bottle,278,153,298,201
008319.jpg,500,375,bottle,281,167,316,237
008319.jpg,500,375,bottle,340,167,374,241
008319.jpg,500,375,bottle,337,149,379,225
008319.jpg,500,375,bottle,397,148,433,238
008319.jpg,500,375,bottle,456,147,500,225
008319.jpg,500,375,bottle,236,178,295,365
008319.jpg,500,375,bottle,295,177,350,365
008319.jpg,500,375,bottle,352,180,412,364
008319.jpg,500,375,bottle,411,163,471,365
008319.jpg,500,375,bottle,468,181,500,365
009007.jpg,500,403,motorbike,17,1,461,403
002152.jpg,500,500,cow,284,196,400,284
002634.jpg,500,339,cow,163,102,392,312
002634.jpg,500,339,cow,121,141,235,287
009761.jpg,375,500,bicycle,43,24,375,476
000023.jpg,334,500,bicycle,9,230,245,500
000023.jpg,334,500,bicycle,230,220,334,500
000023.jpg,334,500,bicycle,2,178,90,500
000023.jpg,334,500,person,2,1,117,369
000023.jpg,334,500,person,3,2,243,462
000023.jpg,334,500,person,225,1,334,486
007980.jpg,500,329,boat,187,43,298,220
007980.jpg,500,329,boat,323,193,384,218
007758.jpg,500,387,cat,54,50,196,215
005629.jpg,500,333,chair,250,84,415,321
005629.jpg,500,333,chair,110,70,256,275
005629.jpg,500,333,chair,117,29,183,78
005629.jpg,500,333,chair,280,31,348,91
005629.jpg,500,333,diningtable,94,56,424,325
002146.jpg,375,500,dog,25,62,343,493
003258.jpg,500,333,sofa,200,198,500,333
003258.jpg,500,333,tvmonitor,212,130,256,169
004537.jpg,500,388,horse,181,122,402,318
004537.jpg,500,388,cow,1,191,132,370
004537.jpg,500,388,cow,1,100,197,221
004537.jpg,500,388,cow,266,95,348,157
004537.jpg,500,388,cow,262,71,429,170
004537.jpg,500,388,cow,433,79,493,218
004537.jpg,500,388,person,202,33,270,263
000989.jpg,500,333,tvmonitor,52,117,109,177
006320.jpg,500,333,car,123,43,434,302
006320.jpg,500,333,car,1,104,44,172
006320.jpg,500,333,car,420,121,455,167
006320.jpg,500,333,person,26,104,65,213
006320.jpg,500,333,person,66,137,93,214
006320.jpg,500,333,person,93,141,118,213
006320.jpg,500,333,person,465,103,480,161
006320.jpg,500,333,person,108,110,132,176
006320.jpg,500,333,car,80,109,132,146
006320.jpg,500,333,person,56,109,75,188
002621.jpg,500,375,bird,162,61,490,307
002621.jpg,500,375,bird,325,2,475,108
000036.jpg,332,500,dog,27,79,319,344
006447.jpg,310,233,chair,147,129,183,148
006447.jpg,310,233,chair,133,163,189,232
006447.jpg,310,233,chair,190,139,257,232
006447.jpg,310,233,chair,8,144,86,233
006447.jpg,310,233,diningtable,97,141,242,233
006447.jpg,310,233,pottedplant,70,32,105,104
009774.jpg,500,400,car,27,4,478,390
009774.jpg,500,400,car,373,51,458,117
009774.jpg,500,400,car,453,65,500,116
006321.jpg,375,500,dog,54,200,232,412
006321.jpg,375,500,chair,12,81,101,226
000750.jpg,375,500,person,22,2,375,500
003259.jpg,500,333,bottle,467,243,500,333
003259.jpg,500,333,diningtable,2,274,500,333
003259.jpg,500,333,person,97,53,298,298
003259.jpg,500,333,chair,11,177,111,256
003259.jpg,500,333,chair,6,156,71,187
003259.jpg,500,333,chair,104,153,145,180
002153.jpg,500,375,car,83,166,375,291
006335.jpg,500,375,bottle,290,28,367,298
009006.jpg,500,334,car,161,168,191,187
009006.jpg,500,334,car,195,167,231,188
009006.jpg,500,334,car,263,169,298,188
009006.jpg,500,334,car,285,176,343,211
008318.jpg,500,375,pottedplant,302,252,337,296
008318.jpg,500,375,pottedplant,334,150,411,375
002635.jpg,500,334,bird,137,109,419,281
004244.jpg,500,375,car,342,75,500,135
004244.jpg,500,375,car,45,81,475,197
004244.jpg,500,375,car,97,180,500,373
004244.jpg,500,375,person,252,162,365,266
004244.jpg,500,375,person,19,102,192,329
004244.jpg,500,375,person,1,111,155,375
008456.jpg,500,333,boat,295,6,479,240
007765.jpg,375,500,bird,26,111,294,498
001314.jpg,500,333,cat,68,2,369,323
009748.jpg,500,374,dog,68,86,400,338
005614.jpg,500,375,boat,58,192,281,277
005614.jpg,500,375,boat,210,72,334,237
005614.jpg,500,375,boat,314,194,413,230
001472.jpg,500,375,car,75,102,408,349
001472.jpg,500,375,car,267,89,500,248
001472.jpg,500,375,car,58,73,105,118
001472.jpg,500,375,car,122,76,179,107
001472.jpg,500,375,car,190,75,253,107
001472.jpg,500,375,car,249,78,312,103
001472.jpg,500,375,car,308,79,344,96
001472.jpg,500,375,car,293,71,327,82
001472.jpg,500,375,car,1,73,26,120
001472.jpg,500,375,person,43,58,75,128
001472.jpg,500,375,person,458,65,474,99
001472.jpg,500,375,person,439,61,458,99
001472.jpg,500,375,person,356,64,373,87
001472.jpg,500,375,person,284,56,304,102
001472.jpg,500,375,person,106,61,125,110
001472.jpg,500,375,person,172,60,185,101
001472.jpg,500,375,person,196,66,210,85
001472.jpg,500,375,person,153,64,162,77
001472.jpg,500,375,person,163,64,173,88
007003.jpg,500,375,bus,188,216,327,287
007003.jpg,500,375,car,1,242,83,337
007003.jpg,500,375,car,38,256,235,375
007003.jpg,500,375,car,196,256,313,363
007003.jpg,500,375,car,396,276,500,368
006309.jpg,500,335,bird,52,48,500,325
001466.jpg,500,333,car,2,114,452,264
003271.jpg,500,375,car,41,78,467,326
005600.jpg,500,335,aeroplane,132,161,368,225
005600.jpg,500,335,aeroplane,255,136,319,165
005600.jpg,500,335,person,100,195,114,226
005600.jpg,500,335,person,88,195,102,224
002609.jpg,500,342,dog,40,40,217,255
008442.jpg,500,375,cat,231,70,387,221
006484.jpg,500,333,car,301,192,458,329
004293.jpg,500,374,dog,120,218,302,359
002184.jpg,500,375,dog,259,213,409,375
002184.jpg,500,375,dog,169,128,343,287
000793.jpg,500,375,person,289,100,316,183
000793.jpg,500,375,person,241,111,270,180
000793.jpg,500,375,person,218,107,236,178
000793.jpg,500,375,person,402,67,467,259
000793.jpg,500,375,person,65,110,84,161
000793.jpg,500,375,person,96,107,114,159
000793.jpg,500,375,person,100,78,190,282
000793.jpg,500,375,person,273,103,295,182
000793.jpg,500,375,bicycle,151,160,310,280
000793.jpg,500,375,bus,2,80,51,135
000787.jpg,500,371,car,120,93,423,279
001499.jpg,500,375,person,212,223,238,300
001499.jpg,500,375,person,292,255,304,273
001499.jpg,500,375,person,238,233,244,247
002190.jpg,500,333,horse,352,204,500,255
002190.jpg,500,333,horse,174,156,305,312
002190.jpg,500,333,horse,153,90,230,222
002190.jpg,500,333,horse,224,86,266,163
002190.jpg,500,333,person,422,173,474,231
002190.jpg,500,333,person,181,3,250,126
002190.jpg,500,333,person,240,97,326,306
002190.jpg,500,333,person,1,103,40,291
004287.jpg,500,400,person,2,1,500,400
004287.jpg,500,400,cat,75,81,376,400
005199.jpg,500,375,car,22,215,481,344
007956.jpg,500,375,pottedplant,362,133,460,307
007956.jpg,500,375,pottedplant,107,128,163,227
007956.jpg,500,375,diningtable,2,167,500,375
008495.jpg,500,357,aeroplane,216,101,426,261
000977.jpg,500,333,car,149,271,179,295
000977.jpg,500,333,car,36,262,94,309
000977.jpg,500,333,car,178,245,263,319
000977.jpg,500,333,car,258,266,293,296
000977.jpg,500,333,car,321,253,397,333
000977.jpg,500,333,car,327,259,454,332
009947.jpg,332,500,boat,115,92,250,321
009947.jpg,332,500,person,165,288,186,312
002812.jpg,500,375,car,236,198,366,260
002812.jpg,500,375,bus,13,142,227,261
002812.jpg,500,375,car,1,198,13,225
002345.jpg,375,500,dog,78,144,282,477
001894.jpg,500,375,person,2,2,238,375
001894.jpg,500,375,horse,211,2,500,375
000552.jpg,500,331,aeroplane,4,122,498,258
000552.jpg,500,331,aeroplane,98,75,426,167
006123.jpg,500,375,boat,470,109,500,279
006123.jpg,500,375,boat,250,136,367,282
006123.jpg,500,375,boat,118,123,187,274
006123.jpg,500,375,boat,231,315,450,375
009576.jpg,500,375,tvmonitor,191,129,351,217
006645.jpg,332,500,person,44,171,185,379
006645.jpg,332,500,horse,133,109,289,370
004052.jpg,500,319,aeroplane,47,108,398,213
002423.jpg,500,361,train,233,146,410,237
004046.jpg,500,335,bird,196,56,365,198
004046.jpg,500,335,person,1,108,260,235
003729.jpg,500,375,bottle,199,1,266,128
003729.jpg,500,375,bottle,405,1,500,227
002437.jpg,500,338,cat,86,9,375,338
005358.jpg,500,375,aeroplane,231,131,278,155
005358.jpg,500,375,boat,15,357,46,367
009562.jpg,357,500,dog,16,38,355,472
000220.jpg,500,375,car,40,127,464,292
000220.jpg,500,375,car,427,114,500,167
000220.jpg,500,375,person,265,147,312,187
008132.jpg,500,375,aeroplane,146,163,196,200
008132.jpg,500,375,person,353,273,487,375
008132.jpg,500,375,person,251,270,356,375
008132.jpg,500,375,person,174,297,258,375
008132.jpg,500,375,aeroplane,118,322,146,335
008132.jpg,500,375,aeroplane,54,326,79,339
005416.jpg,500,439,dog,1,25,469,439
004708.jpg,500,375,cat,45,157,239,330
004708.jpg,500,375,cat,312,154,480,214
004708.jpg,500,375,sofa,5,3,500,371
005370.jpg,500,333,boat,260,156,351,178
006679.jpg,500,375,sheep,327,117,488,331
006679.jpg,500,375,sheep,31,88,189,317
006679.jpg,500,375,sheep,164,29,334,309
000208.jpg,500,375,diningtable,1,128,166,261
000208.jpg,500,375,chair,330,223,500,375
000208.jpg,500,375,chair,117,114,180,219
000208.jpg,500,375,chair,59,122,131,255
000208.jpg,500,375,chair,1,184,33,245
000208.jpg,500,375,sofa,203,151,436,308
008654.jpg,500,338,bird,40,116,259,257
001102.jpg,500,334,aeroplane,33,1,283,149
001102.jpg,500,334,aeroplane,10,95,500,334
001102.jpg,500,334,aeroplane,348,54,500,130
007215.jpg,500,333,cow,100,76,433,333
009238.jpg,500,333,person,19,57,243,333
009238.jpg,500,333,person,62,7,500,333
000591.jpg,500,333,person,2,192,32,265
000591.jpg,500,333,person,20,185,68,250
000591.jpg,500,333,person,48,190,76,252
000591.jpg,500,333,person,75,191,100,280
000591.jpg,500,333,person,108,179,143,250
000591.jpg,500,333,person,473,199,489,234
000591.jpg,500,333,chair,174,197,197,238
000591.jpg,500,333,chair,153,193,180,239
000591.jpg,500,333,chair,227,195,245,234
000591.jpg,500,333,diningtable,188,202,220,238
003098.jpg,500,352,boat,4,86,429,352
003098.jpg,500,352,boat,270,296,351,341
003098.jpg,500,352,boat,330,230,500,352
003926.jpg,339,500,train,1,1,316,470
004091.jpg,500,375,person,185,110,240,330
004091.jpg,500,375,person,187,92,272,310
004091.jpg,500,375,person,265,110,309,300
004091.jpg,500,375,person,300,121,352,312
004091.jpg,500,375,person,323,109,348,146
004091.jpg,500,375,person,346,102,385,291
004091.jpg,500,375,person,378,96,416,297
004091.jpg,500,375,person,404,100,456,305
004091.jpg,500,375,car,1,143,197,375
008873.jpg,500,357,aeroplane,90,80,237,264
008867.jpg,500,332,horse,110,178,428,271
008867.jpg,500,332,person,187,96,320,262
003932.jpg,375,500,bottle,207,345,247,493
003932.jpg,375,500,person,62,20,283,493
003932.jpg,375,500,pottedplant,243,273,372,412
004085.jpg,500,375,dog,58,145,228,217
004085.jpg,500,375,person,387,102,500,321
002392.jpg,500,375,boat,60,106,412,177
001843.jpg,500,375,bottle,299,185,323,276
001843.jpg,500,375,person,252,35,445,375
001843.jpg,500,375,person,62,17,273,375
004913.jpg,500,375,person,274,97,323,335
004913.jpg,500,375,person,217,126,335,340
004913.jpg,500,375,person,133,178,227,358
004913.jpg,500,375,person,390,82,493,291
004913.jpg,500,375,person,281,38,337,128
004913.jpg,500,375,person,70,50,138,138
004913.jpg,500,375,person,1,105,92,351
004913.jpg,500,375,person,69,110,157,357
004913.jpg,500,375,person,175,124,236,304
004913.jpg,500,375,person,125,52,205,187
004913.jpg,500,375,person,201,67,282,172
004913.jpg,500,375,person,310,75,374,209
004913.jpg,500,375,person,362,60,426,218
004913.jpg,500,375,person,306,206,394,352
004913.jpg,500,375,person,388,190,487,356
006862.jpg,500,375,horse,115,15,328,375
006862.jpg,500,375,horse,254,177,291,221
006862.jpg,500,375,person,364,171,387,252
006862.jpg,500,375,person,344,169,371,227
006862.jpg,500,375,person,298,175,334,349
006862.jpg,500,375,person,222,205,252,284
006862.jpg,500,375,person,8,146,68,333
006876.jpg,500,333,chair,107,100,167,203
006876.jpg,500,333,person,210,8,384,310
006876.jpg,500,333,cat,140,162,224,277
008683.jpg,500,333,aeroplane,8,3,500,333
004907.jpg,500,333,cat,177,1,440,329
004898.jpg,500,375,person,146,17,252,303
004898.jpg,500,375,person,93,159,160,291
004898.jpg,500,375,pottedplant,273,173,307,213
004898.jpg,500,375,pottedplant,383,197,429,262
001738.jpg,500,375,dog,125,68,323,300
000340.jpg,500,375,bird,334,131,447,363
000340.jpg,500,375,bird,72,38,186,255
006731.jpg,500,375,bottle,401,120,466,333
006731.jpg,500,375,person,175,46,352,279
006731.jpg,500,375,person,55,78,192,273
006731.jpg,500,375,diningtable,1,259,500,375
003891.jpg,332,500,person,306,247,332,339
003891.jpg,332,500,person,251,252,298,313
003891.jpg,332,500,person,146,234,182,284
003891.jpg,332,500,person,190,245,212,280
003891.jpg,332,500,person,106,245,137,286
003891.jpg,332,500,person,69,249,118,352
003891.jpg,332,500,person,29,231,55,298
003891.jpg,332,500,person,51,231,76,298
003891.jpg,332,500,car,3,314,331,500
003891.jpg,332,500,car,5,284,332,395
003885.jpg,375,500,car,156,373,222,425
000354.jpg,500,375,cat,153,116,356,375
006725.jpg,500,333,cat,153,81,422,248
006043.jpg,500,375,car,5,41,57,69
006043.jpg,500,375,car,2,2,496,371
006043.jpg,500,375,person,465,29,496,131
006043.jpg,500,375,person,252,22,302,113
006043.jpg,500,375,person,297,23,328,63
006043.jpg,500,375,person,116,24,150,63
004654.jpg,500,357,cat,73,109,363,294
004654.jpg,500,357,chair,1,3,480,357
009358.jpg,500,375,bus,282,236,362,297
009358.jpg,500,375,car,427,309,500,353
009358.jpg,500,375,car,330,297,401,338
009358.jpg,500,375,person,327,315,341,343
007375.jpg,500,375,aeroplane,23,35,500,375
007375.jpg,500,375,person,401,306,415,336
007375.jpg,500,375,person,477,305,489,334
007375.jpg,500,375,person,489,301,500,333
003675.jpg,500,333,bird,185,133,271,227
003675.jpg,500,333,bird,144,110,242,163
003675.jpg,500,333,bird,143,149,237,246
007413.jpg,500,375,aeroplane,1,1,380,221
007413.jpg,500,375,person,135,217,167,291
008720.jpg,333,500,cat,93,235,250,386
001062.jpg,375,500,tvmonitor,126,33,337,289
006719.jpg,500,375,car,420,46,500,170
006719.jpg,500,375,car,241,40,404,195
006719.jpg,500,375,car,1,86,40,179
006719.jpg,500,375,car,150,40,209,73
006719.jpg,500,375,car,221,40,266,70
005210.jpg,500,281,tvmonitor,74,55,205,188
003107.jpg,332,500,person,1,131,274,500
002219.jpg,500,375,person,220,65,314,177
005576.jpg,500,109,train,19,73,484,103
007361.jpg,500,375,train,72,260,334,280
007361.jpg,500,375,boat,262,312,342,337
004683.jpg,500,375,cat,22,2,426,291
002594.jpg,500,235,pottedplant,358,30,497,175
002594.jpg,500,235,pottedplant,304,101,408,211
002594.jpg,500,235,pottedplant,151,82,297,188
002594.jpg,500,235,pottedplant,43,121,146,222
002594.jpg,500,235,pottedplant,5,39,118,139
008913.jpg,500,375,tvmonitor,202,132,259,181
008913.jpg,500,375,tvmonitor,254,141,308,192
003846.jpg,500,333,dog,171,93,263,234
003846.jpg,500,333,dog,11,2,105,87
001937.jpg,375,500,car,11,211,332,433
004867.jpg,500,333,train,3,70,500,305
008085.jpg,500,282,bird,54,173,100,219
006916.jpg,500,332,dog,299,73,500,328
006916.jpg,500,332,dog,5,87,351,331
008091.jpg,332,500,boat,2,3,322,319
008091.jpg,332,500,person,111,209,175,288
008091.jpg,332,500,boat,3,104,45,181
004873.jpg,500,375,car,8,119,371,355
002755.jpg,500,375,person,122,89,359,308
002755.jpg,500,375,person,291,82,494,357
002755.jpg,500,375,diningtable,1,271,500,375
002755.jpg,500,375,person,387,238,500,311
009600.jpg,500,375,bicycle,100,174,363,333
009600.jpg,500,375,person,142,76,335,294
000142.jpg,500,375,car,26,81,465,266
009166.jpg,500,286,bird,196,18,294,280
005984.jpg,500,375,dog,93,200,295,369
005984.jpg,500,375,dog,280,215,464,330
005984.jpg,500,375,sofa,2,142,500,373
005984.jpg,500,375,person,60,58,445,374
002027.jpg,500,375,bus,270,278,357,295
002027.jpg,500,375,bus,378,289,405,308
003339.jpg,432,288,dog,21,24,314,288
005990.jpg,500,375,motorbike,97,1,397,372
005990.jpg,500,375,person,373,184,500,375
005990.jpg,500,375,person,362,179,454,276
006241.jpg,500,375,chair,387,164,489,372
006241.jpg,500,375,chair,1,162,52,341
006241.jpg,500,375,bottle,183,103,210,183
006241.jpg,500,375,diningtable,49,135,440,375
006241.jpg,500,375,chair,96,299,334,375
006241.jpg,500,375,chair,286,99,398,133
006241.jpg,500,375,chair,104,111,195,169
009614.jpg,500,375,car,7,147,188,218
009614.jpg,500,375,car,317,149,499,216
009614.jpg,500,375,car,429,163,500,227
009614.jpg,500,375,car,149,156,203,210
009614.jpg,500,375,person,241,113,429,255
009614.jpg,500,375,person,51,199,243,319
001248.jpg,500,375,person,1,59,68,292
001248.jpg,500,375,person,236,29,277,269
001248.jpg,500,375,person,273,43,293,78
